ticker,name,asset_type,exchange,sector,industry,theme,decision_bucket,decision_subtype,confidence,main_reason,primary_blocker,supporting_features,blocked_features,excluded_features,missing_data,next_action,next_best_action,data_readiness_score,readiness_score,data_confidence,analysis_score,decision_score,feature_summary,updated_at,Reason
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACHC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACHC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.329961+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACHV. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACHV. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.330091+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACIC,American Coastal Insurance Corporation - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACIC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACIC. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.330219+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACIU,AC Immune SA - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACIU. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACIU. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.330348+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACIW,"ACI Worldwide, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACIW. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACIW. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.330476+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACLS,"Axcelis Technologies, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACLS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACLS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.330602+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACMR,"ACM Research, Inc. - Class A Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACMR. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACMR. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.330729+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACN,Accenture,company,,,,,Research Now,Research Candidate - DCF Ready But Peer Blocked,0.349,Core data is ready for a supported research pass.,peers,"price, momentum, market_direction, liquidity, correlation, fundamentals, dcf","peer, earnings, analyst_estimates",portfolio,peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input,Add source-backed peer mappings and peer metrics for ACN.,Add source-backed peer mappings and peer metrics for ACN.,0.553,0.553,medium,0.1,34.9,"ready: price, momentum, market_direction, liquidity, correlation, fundamentals, dcf; partial: -; blocked: peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.330861+00:00,Core data is ready for a supported research pass.
ACNB,ACNB Corporation - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACNB. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACNB. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.330989+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACNT,Ascent Industries Co. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACNT. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACNT. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.331117+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACOG,Alpha Cognition Inc. - Common Stock,company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACOG. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACOG. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.331245+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACON,"Aclarion, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACON. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACON. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.1,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.331368+00:00,"Company research is blocked by missing dcf, fundamentals data."
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",company,NASDAQ,,,,Blocked by Data,Blocked by Data - Missing Fundamentals,0.249,"Company research is blocked by missing dcf, fundamentals data.",fundamentals,"price, momentum, market_direction, liquidity, correlation","fundamentals, dcf, peer, earnings, analyst_estimates",portfolio,"dcf: free_cash_flow, shares_outstanding, revenue, fcf_margin; peers: needs at least 2 source-backed peer mappings; earnings: trusted local CSV input; analyst_estimates: trusted local CSV input","Import trusted fundamentals for ACRS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.","Import trusted fundamentals for ACRS. If SEC_USER_AGENT is configured, use SEC staging; otherwise use the manual fundamentals import workflow.",0.325,0.325,low,0.5,24.9,"ready: price, momentum, market_direction, liquidity, correlation; partial: -; blocked: fundamentals, dcf, peer, earnings, analyst_estimates; excluded: portfolio",2026-05-28T04:09:14.331491+00:00,"Company research is blocked by missing dcf, fundamentals data."
